Rótulos de Linha;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de Unit price;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
01/08/2019;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
20;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
485-30-8700;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
A;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
Yangon;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
Normal;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
Female;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
Sports and travel;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
3/18/2019;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
16;5;8,315;174,615;33,26;166,3;4,761904762;8,315;4,2
487-79-6868;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
B;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
Mandalay;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
Member;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
Female;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
Home and lifestyle;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
3/26/2019;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
19;9;5,5305;116,1405;12,29;110,61;4,761904762;5,5305;8
488-25-4221;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
C;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
Naypyitaw;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
Member;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
Female;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
Food and beverages;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
2/22/2019;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
10;1;1,5205;31,9305;30,41;30,41;4,761904762;1,5205;8,4
489-64-4354;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
C;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
Naypyitaw;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
Normal;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
Male;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
Fashion accessories;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
03/09/2019;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
15;1;0,814;17,094;16,28;16,28;4,761904762;0,814;5
489-82-1237;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
A;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
Yangon;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
Normal;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
Female;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
Electronic accessories;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
01/05/2019;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
11;7;32,858;690,018;93,88;657,16;4,761904762;32,858;7,3
490-29-1201;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
A;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
Yangon;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
Normal;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
Female;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
Sports and travel;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
01/06/2019;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
11;1;0,767;16,107;15,34;15,34;4,761904762;0,767;6,5
490-95-0021;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
B;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
Mandalay;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
Member;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
Female;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
Food and beverages;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
01/08/2019;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
14;10;16,605;348,705;33,21;332,1;4,761904762;16,605;6
491-38-3499;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
A;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
Yangon;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
Member;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
Male;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
Fashion accessories;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
2/26/2019;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
17;1;2,7725;58,2225;55,45;55,45;4,761904762;2,7725;4,9
493-65-6248;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
C;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
Naypyitaw;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
Member;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
Female;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
Sports and travel;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
01/01/2019;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
19;10;18,49;388,29;36,98;369,8;4,761904762;18,49;7
497-36-0989;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
A;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
Yangon;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
Normal;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
Male;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
Fashion accessories;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
2/15/2019;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
15;3;7,791;163,611;51,94;155,82;4,761904762;7,791;7,9
497-37-6538;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
A;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
Yangon;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
Normal;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
Male;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
Sports and travel;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
1/17/2019;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
15;7;20,6185;432,9885;58,91;412,37;4,761904762;20,6185;9,7
498-41-1961;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
B;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
Mandalay;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
Normal;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
Male;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
Health and beauty;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
2/20/2019;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
18;5;16,67;350,07;66,68;333,4;4,761904762;16,67;7,6
499-27-7781;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
B;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
Mandalay;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
Normal;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
Female;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
Food and beverages;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
3/14/2019;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
16;8;21,284;446,964;53,21;425,68;4,761904762;21,284;5
500-02-2261;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
C;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
Naypyitaw;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
Normal;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
Female;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
Food and beverages;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
3/21/2019;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
17;6;17,187;360,927;57,29;343,74;4,761904762;17,187;5,9
501-61-1753;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
B;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
Mandalay;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
Normal;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
Female;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
Home and lifestyle;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
01/03/2019;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
20;6;18,945;397,845;63,15;378,9;4,761904762;18,945;9,8
502-05-1910;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
A;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
Yangon;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
Normal;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
Male;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
Health and beauty;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
2/25/2019;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
20;3;9,777;205,317;65,18;195,54;4,761904762;9,777;6,3
503-07-0930;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
C;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
Naypyitaw;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
Member;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
Male;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
Sports and travel;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
2/23/2019;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
19;7;20,4365;429,1665;58,39;408,73;4,761904762;20,4365;8,2
503-21-4385;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
B;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
Mandalay;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
Member;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
Male;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
Health and beauty;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
2/21/2019;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
12;3;5,9865;125,7165;39,91;119,73;4,761904762;5,9865;9,3
504-35-8843;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
A;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
Yangon;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
Normal;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
Male;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
Sports and travel;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
01/02/2019;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
16;1;2,1235;44,5935;42,47;42,47;4,761904762;2,1235;5,7
505-02-0892;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
B;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
Mandalay;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
Member;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
Male;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
Health and beauty;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
2/25/2019;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
14;8;17,028;357,588;42,57;340,56;4,761904762;17,028;5,6
509-10-0516;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
B;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
Mandalay;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
Normal;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
Male;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
Home and lifestyle;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
02/09/2019;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
12;4;9,194;193,074;45,97;183,88;4,761904762;9,194;5,1
509-29-3912;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
A;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
Yangon;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
Member;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
Female;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
Sports and travel;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
3/20/2019;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
12;9;17,424;365,904;38,72;348,48;4,761904762;17,424;4,2
510-09-5628;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
A;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
Yangon;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
Member;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
Female;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
Fashion accessories;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
3/15/2019;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
18;10;9,83;206,43;19,66;196,6;4,761904762;9,83;7,2
510-79-0415;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
B;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
Mandalay;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
Member;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
Female;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
Sports and travel;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
1/24/2019;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
19;6;6,924;145,404;23,08;138,48;4,761904762;6,924;4,9
510-95-6347;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
B;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
Mandalay;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
Member;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
Female;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
Food and beverages;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
03/05/2019;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
18;3;7,278;152,838;48,52;145,56;4,761904762;7,278;4
511-54-3087;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
B;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
Mandalay;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
Normal;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
Male;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
Sports and travel;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
2/25/2019;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
16;1;4,4225;92,8725;88,45;88,45;4,761904762;4,4225;9,5
512-91-0811;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
C;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
Naypyitaw;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
Normal;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
Male;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
Health and beauty;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
02/06/2019;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
20;1;4,4875;94,2375;89,75;89,75;4,761904762;4,4875;6,6
512-98-1403;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
A;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
Yangon;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
Member;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
Female;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
Electronic accessories;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
3/21/2019;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
10;3;3,972;83,412;26,48;79,44;4,761904762;3,972;4,7
514-37-2845;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
B;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
Mandalay;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
Normal;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
Male;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
Fashion accessories;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
3/20/2019;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
13;2;9,925;208,425;99,25;198,5;4,761904762;9,925;9
516-77-6464;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
C;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
Naypyitaw;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
Member;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
Female;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
Health and beauty;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
2/24/2019;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
13;5;2,54;53,34;10,16;50,8;4,761904762;2,54;4,1
518-17-2983;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
A;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
Yangon;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
Normal;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
Female;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
Fashion accessories;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
02/04/2019;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
15;4;9,726;204,246;48,63;194,52;4,761904762;9,726;7,6
518-71-6847;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
B;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
Mandalay;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
Member;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
Male;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
Food and beverages;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
2/26/2019;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
15;6;7,98;167,58;26,6;159,6;4,761904762;7,98;4,9
521-18-7827;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
C;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
Naypyitaw;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
Member;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
Male;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
Home and lifestyle;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
1/22/2019;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
20;5;9,8475;206,7975;39,39;196,95;4,761904762;9,8475;8,7
522-57-8364;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
A;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
Yangon;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
Member;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
Male;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
Fashion accessories;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
1/31/2019;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
10;8;20,536;431,256;51,34;410,72;4,761904762;20,536;7,6
523-38-0215;1;1,85;38,85;37;37;4,761904762;1,85;7,9
C;1;1,85;38,85;37;37;4,761904762;1,85;7,9
Naypyitaw;1;1,85;38,85;37;37;4,761904762;1,85;7,9
Normal;1;1,85;38,85;37;37;4,761904762;1,85;7,9
Male;1;1,85;38,85;37;37;4,761904762;1,85;7,9
Home and lifestyle;1;1,85;38,85;37;37;4,761904762;1,85;7,9
03/06/2019;1;1,85;38,85;37;37;4,761904762;1,85;7,9
13;1;1,85;38,85;37;37;4,761904762;1,85;7,9
525-09-8450;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
B;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
Mandalay;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
Normal;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
Male;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
Electronic accessories;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
1/31/2019;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
15;10;36,065;757,365;72,13;721,3;4,761904762;36,065;4,2
525-88-7307;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
B;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
Mandalay;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
Member;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
Male;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
Sports and travel;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
1/31/2019;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
13;1;3,791;79,611;75,82;75,82;4,761904762;3,791;5,8
526-86-8552;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
C;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
Naypyitaw;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
Member;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
Female;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
Home and lifestyle;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
01/07/2019;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
17;10;10,91;229,11;21,82;218,2;4,761904762;10,91;7,1
527-09-6272;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
A;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
Yangon;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
Member;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
Female;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
Electronic accessories;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
3/21/2019;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
10;5;7,1125;149,3625;28,45;142,25;4,761904762;7,1125;9,1
528-14-9470;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
A;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
Yangon;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
Member;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
Male;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
Health and beauty;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
2/14/2019;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
14;1;4,565;95,865;91,3;91,3;4,761904762;4,565;9,2
528-87-5606;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
B;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
Mandalay;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
Member;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
Female;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
Electronic accessories;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
02/12/2019;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
19;1;1,974;41,454;39,48;39,48;4,761904762;1,974;6,5
529-56-3974;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
B;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
Mandalay;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
Member;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
Male;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
Electronic accessories;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
03/09/2019;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
17;4;5,102;107,142;25,51;102,04;4,761904762;5,102;6,8
530-90-9855;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
A;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
Yangon;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
Member;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
Male;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
Home and lifestyle;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
01/01/2019;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
14;8;19,036;399,756;47,59;380,72;4,761904762;19,036;5,7
531-56-4728;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
A;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
Yangon;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
Normal;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
Male;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
Home and lifestyle;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
02/11/2019;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
15;3;12,012;252,252;80,08;240,24;4,761904762;12,012;5,4
531-80-1784;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
A;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
Yangon;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
Normal;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
Male;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
Electronic accessories;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
3/28/2019;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
17;7;9,107;191,247;26,02;182,14;4,761904762;9,107;5,1
532-59-7201;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
B;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
Mandalay;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
Member;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
Male;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
Sports and travel;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
1/31/2019;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
14;6;23,979;503,559;79,93;479,58;4,761904762;23,979;5,5
533-33-5337;10;39,695;833,595;79,39;793,9;4,761904762;39,695;6,2
B;10;39,695;833,595;79,39;793,9;4,761904762;39,695;6,2
Mandalay;10;39,695;833,595;79,39;793,9;4,761904762;39,695;6,2
Normal;10;39,695;833,595;79,39;793,9;4,761904762;39,695;6,2
Male;10;39,695;833,595;79,39;793,9;4,761904762;39,695;6,2
